0,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.01,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.021,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.045,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.045,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.05,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.06,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.07,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.081,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.09,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.101,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.11,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.12,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.131,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.14,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.15,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.16,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.17,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.18,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.19,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.2,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.21,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.221,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.23,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.24,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.25,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.26,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.27,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.28,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.29,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.3,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.31,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.32,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.33,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.34,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.351,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.36,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.37,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.38,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.39,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.4,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.41,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.42,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.43,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.441,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.45,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.46,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.47,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.48,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.49,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.5,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.51,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.52,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.535,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.54,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.55,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.56,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.57,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.58,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.59,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.6,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.61,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
0.62,0.0386903,0.620398,0.8591,3.01839,-0.308369,-3.01612,
