0.002,0,0,0,0,0,0,
0.004,0,0,0,0,0,0,
0.006,0,0,0,0,0,0,
0.008,0,0,0,0,0,0,
0.01,0,0,0,0,0,0,
0.012,0,0,0,0,0,0,
0.014,0,0,0,0,0,0,
0.016,0,0,0,0,0,0,
0.018,0,0,0,0,0,0,
0.02,0,0,0,0,0,0,
0.022,0,0,0,0,0,0,
0.024,0,0,0,0,0,0,
0.026,0,0,0,0,0,0,
0.028,0,0,0,0,0,0,
0.03,0,0,0,0,0,0,
0.032,0,0,0,0,0,0,
0.034,0,0,0,0,0,0,
0.036,0,0,0,0,0,0,
0.038,0,0,0,0,0,0,
0.04,0,0,0,0,0,0,
0.042,0,0,0,0,0,0,
0.044,0,0,0,0,0,0,
0.046,0,0,0,0,0,0,
0.048,0,0,0,0,0,0,
0.05,0,0,0,0,0,0,
0.052,0,0,0,0,0,0,
0.054,0,0,0,0,0,0,
0.056,0,0,0,0,0,0,
0.058,0,0,0,0,0,0,
0.06,0,0,0,0,0,0,
0.062,0,0,0,0,0,0,
0.064,0,0,0,0,0,0,
0.066,0,0,0,0,0,0,
0.068,0,0,0,0,0,0,
0.07,0,0,0,0,0,0,
0.072,0,0,0,0,0,0,
0.074,0,0,0,0,0,0,
0.076,0,0,0,0,0,0,
0.078,0,0,0,0,0,0,
0.08,0,0,0,0,0,0,
0.082,0,0,0,0,0,0,
0.084,0,0,0,0,0,0,
0.086,0,0,0,0,0,0,
0.088,0,0,0,0,0,0,
0.09,0,0,0,0,0,0,
0.092,0,0,0,0,0,0,
0.094,0,0,0,0,0,0,
0.096,0,0,0,0,0,0,
0.098,0,0,0,0,0,0,
0.1,0,0,0,0,0,0,
0.102,0,0,0,0,0,0,
0.104,0,0,0,0,0,0,
0.106,0,0,0,0,0,0,
0.108,0,0,0,0,0,0,
0.11,0,0,0,0,0,0,
0.112,0,0,0,0,0,0,
0.114,0,0,0,0,0,0,
0.116,0,0,0,0,0,0,
0.118,0,0,0,0,0,0,
0.12,0,0,0,0,0,0,
0.122,0,0,0,0,0,0,
0.124,0,0,0,0,0,0,
0.126,0,0,0,0,0,0,
0.128,0,0,0,0,0,0,
0.13,0,0,0,0,0,0,
0.132,0,0,0,0,0,0,
0.134,0,0,0,0,0,0,
0.136,0,0,0,0,0,0,
0.138,0,0,0,0,0,0,
0.14,0,0,0,0,0,0,
0.142,0,0,0,0,0,0,
0.144,0,0,0,0,0,0,
0.146,0,0,0,0,0,0,
0.148,0,0,0,0,0,0,
0.15,0,0,0,0,0,0,
0.152,0,0,0,0,0,0,
0.154,0,0,0,0,0,0,
0.156,0,0,0,0,0,0,
0.158,0,0,0,0,0,0,
0.16,0,0,0,0,0,0,
0.162,0,0,0,0,0,0,
0.164,0,0,0,0,0,0,
0.166,0,0,0,0,0,0,
0.168,0,0,0,0,0,0,
0.17,0,0,0,0,0,0,
0.172,0,0,0,0,0,0,
0.174,0,0,0,0,0,0,
0.176,0,0,0,0,0,0,
0.178,0,0,0,0,0,0,
0.18,0,0,0,0,0,0,
0.182,0,0,0,0,0,0,
0.184,0,0,0,0,0,0,
0.186,0,0,0,0,0,0,
0.188,0,0,0,0,0,0,
0.19,0,0,0,0,0,0,
0.192,0,0,0,0,0,0,
0.194,0,0,0,0,0,0,
0.196,0,0,0,0,0,0,
0.198,0,0,0,0,0,0,
0.2,0,0,0,0,0,0,
0.202,0,0,0,0,0,0,
0.204,0,0,0,0,0,0,
0.206,0.0014,0.0014,0.0014,0.0014,-0.0014,-0.0014,
0.208,0.0014,0.0014,0.0014,0.0014,-0.0014,-0.0014,
0.21,0.0016613,0.0231988,0.0294,0.00619069,-0.007747,-0.00586476,
0.212,0.0016613,0.0231988,0.0294,0.00619069,-0.007747,-0.00586476,
0.214,0.00192088,0.0264112,0.0351601,0.00715798,-0.00895747,-0.00678113,
0.216,0.00192088,0.0264112,0.0351601,0.00715798,-0.00895747,-0.00678113,
0.218,0.00219344,0.030036,0.0400529,0.00817364,-0.0102285,-0.00774331,
0.22,0.00219344,0.030036,0.0400529,0.00817364,-0.0102285,-0.00774331,
0.222,0.00244004,0.0336608,0.0449456,0.00909257,-0.0113784,-0.00861386,
0.224,0.00244004,0.0336608,0.0449456,0.00909257,-0.0113784,-0.00861386,
0.226,0.00269962,0.0374669,0.0500831,0.0100599,-0.0125889,-0.00953023,
0.228,0.00269962,0.0374669,0.0500831,0.0100599,-0.0125889,-0.00953023,
0.23,0.0029592,0.0409105,0.0547312,0.0110272,-0.0137994,-0.0104466,
0.232,0.0029592,0.0409105,0.0547312,0.0110272,-0.0137994,-0.0104466,
0.234,0.00321878,0.0445353,0.059624,0.0119945,-0.0150098,-0.011363,
0.236,0.00321878,0.0445353,0.059624,0.0119945,-0.0150098,-0.011363,
0.238,0.00347836,0.0481601,0.0645167,0.0129618,-0.0162203,-0.0122793,
0.24,0.00347836,0.0481601,0.0645167,0.0129618,-0.0162203,-0.0122793,
0.242,0.00373793,0.0517849,0.0694095,0.013929,-0.0174308,-0.0131957,
0.244,0.00373793,0.0517849,0.0694095,0.013929,-0.0174308,-0.0131957,
0.246,0.00399751,0.0554097,0.0743023,0.0148963,-0.0186412,-0.0141121,
0.248,0.00399751,0.0554097,0.0743023,0.0148963,-0.0186412,-0.0141121,
0.25,0.00425709,0.0592158,0.0794397,0.0158636,-0.0198517,-0.0150284,
0.252,0.00425709,0.0592158,0.0794397,0.0158636,-0.0198517,-0.0150284,
0.254,0.00451667,0.0626593,0.0840878,0.0168309,-0.0210622,-0.0159448,
0.256,0.00451667,0.0626593,0.0840878,0.0168309,-0.0210622,-0.0159448,
0.258,0.00477625,0.0666966,0.090027,0.0177982,-0.0222726,-0.0168612,
0.26,0.00477625,0.0666966,0.090027,0.0177982,-0.0222726,-0.0168612,
0.262,0.00503583,0.069909,0.0938733,0.0187655,-0.0234831,-0.0177775,
0.264,0.00503583,0.069909,0.0938733,0.0187655,-0.0234831,-0.0177775,
0.266,0.00516562,0.0721338,0.0973661,0.0192492,-0.0240883,-0.0182357,
0.268,0.00516562,0.0721338,0.0973661,0.0192492,-0.0240883,-0.0182357,
0.27,0.00555499,0.0771586,0.103659,0.0207001,-0.025904,-0.0196103,
0.272,0.00555499,0.0771586,0.103659,0.0207001,-0.025904,-0.0196103,
0.274,0.00581456,0.0807834,0.108552,0.0216674,-0.0271145,-0.0205266,
0.276,0.00581456,0.0807834,0.108552,0.0216674,-0.0271145,-0.0205266,
0.278,0.00607414,0.0848206,0.114491,0.0226347,-0.028325,-0.021443,
0.28,0.00607414,0.0848206,0.114491,0.0226347,-0.028325,-0.021443,
0.282,0.00633372,0.088033,0.118337,0.023602,-0.0295355,-0.0223594,
0.284,0.00633372,0.088033,0.118337,0.023602,-0.0295355,-0.0223594,
0.286,0.00682798,0.0919591,0.123637,0.0254438,-0.0316413,-0.0241042,
0.288,0.00682798,0.0919591,0.123637,0.0254438,-0.0316413,-0.0241042,
0.29,0.00742026,0.100665,0.135388,0.0276509,-0.0345486,-0.0261951,
0.292,0.00742026,0.100665,0.135388,0.0276509,-0.0345486,-0.0261951,
