0.000035047,3.95699e-16,5.41797e-15,7.2029e-15,1.47453e-15,-1.84523e-15,-1.3969e-15,0.0276117,0.536893,0.704097,0.141126,-0.154932,-0.133456,
0.000861883,9.65879e-15,1.3225e-13,1.75819e-13,3.59926e-14,-4.50411e-14,-3.40977e-14,0.0276117,0.536893,0.704097,0.141126,-0.154932,-0.133456,
0.010935068,-2.36148e-14,-3.23337e-13,-4.29859e-13,-8.79981e-14,1.10121e-13,8.33653e-14,0.0306796,0.604388,0.783864,0.154932,-0.153398,-0.144194,
0.020940065,8.44876e-14,1.15682e-12,1.53793e-12,3.14835e-13,-3.93984e-13,-2.9826e-13,0.0306796,0.604388,0.783864,0.154932,-0.153398,-0.144194,
0.030936002,-3.12705e-13,-4.2816e-12,-5.69216e-12,-1.16526e-12,1.45821e-12,1.10392e-12,0.0306796,0.604388,0.783864,0.154932,-0.153398,-0.144194,
0.040941953,1.1749e-12,1.60869e-11,2.13867e-11,4.37815e-12,-5.47881e-12,-4.14765e-12,0.0306796,0.604388,0.783864,0.154932,-0.153398,-0.144194,
0.050929069,-4.31875e-12,-5.9133e-11,-7.86142e-11,-1.60934e-11,2.01393e-11,1.52462e-11,0.0337476,0.659612,0.845223,0.162602,-0.153398,-0.151864,
0.060941934,1.63635e-11,2.24052e-10,2.97865e-10,6.09772e-11,-7.63068e-11,-5.77669e-11,0.0337476,0.659612,0.845223,0.162602,-0.153398,-0.151864,
0.070955038,-6.20056e-11,-8.4899e-10,-1.12869e-09,-2.31058e-10,2.89146e-10,2.18893e-10,0.0337476,0.659612,0.845223,0.162602,-0.153398,-0.151864,
0.080950975,2.30324e-10,3.15363e-09,4.19259e-09,8.58281e-10,-1.07405e-09,-8.13095e-10,0.0368155,0.714835,0.901981,0.171806,-0.15033,-0.158,
0.090926885,-8.35648e-10,-1.14418e-08,-1.52113e-08,-3.11396e-09,3.89682e-09,2.95002e-09,0.0368155,0.714835,0.901981,0.171806,-0.15033,-0.158,
0.100928068,3.12306e-09,4.27614e-08,5.6849e-08,1.16378e-08,-1.45635e-08,-1.10251e-08,0.0368155,0.714835,0.901981,0.171806,-0.15033,-0.158,
0.110933065,-1.17245e-08,-1.60533e-07,-2.13421e-07,-4.36901e-08,5.46739e-08,4.139e-08,0.0368155,0.714835,0.901981,0.171806,-0.15033,-0.158,
0.120940923,4.4162e-08,6.04674e-07,8.03882e-07,1.64566e-07,-2.05937e-07,-1.55902e-07,0.0414175,0.757787,0.949534,0.179476,-0.151864,-0.164136,
0.130946874,-1.65963e-07,-2.27239e-06,-3.02102e-06,-6.18444e-07,7.73921e-07,5.85885e-07,0.0414175,0.757787,0.949534,0.179476,-0.151864,-0.164136,
0.140930891,6.07885e-07,8.32326e-06,1.10653e-05,2.26522e-06,-2.8347e-06,-2.14597e-06,0.0414175,0.757787,0.949534,0.179476,-0.151864,-0.164136,
0.150940895,-2.2955e-06,-3.14303e-05,-4.1785e-05,-8.55396e-06,1.07044e-05,8.10362e-06,0.0429515,0.777728,0.989418,0.18868,-0.153398,-0.174874,
0.180943012,0.000121228,0.00165997,0.00220688,0.000451745,-0.000565314,-0.000427962,0.0429515,0.777728,0.989418,0.18868,-0.153398,-0.174874,
0.200942039,0.00275559,0.038247,0.0511429,0.0102685,-0.0128499,-0.00972782,0.0444854,0.79,1.02623,0.19635,-0.16567,-0.182544,
0.220942974,0.0043327,0.0602782,0.0808773,0.0161454,-0.0202046,-0.0152953,0.0444854,0.79,1.02623,0.19635,-0.16567,-0.182544,
0.250933885,0.00613848,0.0855082,0.115407,0.0228744,-0.0286091,-0.0216701,0.0444854,0.802272,1.05998,0.205553,-0.202485,-0.193282,
0.260943889,0.00689211,0.0926767,0.124586,0.0256828,-0.0319393,-0.0243306,0.0475534,0.814544,1.08913,0.213223,-0.243903,-0.199418,
0.300944089,0.00938007,0.127637,0.171784,0.0349539,-0.0435463,-0.0331136,0.0475534,0.816078,1.09833,0.213223,-0.254641,-0.200951,
0.330944061,0.0112223,0.155095,0.208377,0.0418193,-0.0523187,-0.0396174,0.0475534,0.816078,1.09833,0.213223,-0.254641,-0.200951,
0.340944051,0.0118739,0.162345,0.218675,0.0442463,-0.0551724,-0.0419171,0.0475534,0.817612,1.1014,0.213223,-0.257709,-0.200951,
0.370944023,0.0139499,0.190581,0.256743,0.0518834,-0.0645741,-0.0492287,0.0475534,0.817612,1.1014,0.213223,-0.257709,-0.200951,
0.380944013,0.0147498,0.201733,0.27186,0.0548674,-0.0683016,-0.0520531,0.0490874,0.823748,1.10447,0.214757,-0.256175,-0.200951,
0.400939941,0.0163959,0.226405,0.302957,0.0610966,-0.076451,-0.0578809,0.0490874,0.823748,1.10447,0.214757,-0.256175,-0.200951,
0.420937061,0.0179721,0.246803,0.332553,0.0668818,-0.0833695,-0.0634284,0.0490874,0.831418,1.10907,0.213223,-0.251573,-0.202485,
0.460936069,0.0210249,0.293579,0.396275,0.0783453,-0.0994831,-0.074221,0.0506214,0.839087,1.11367,0.214757,-0.246971,-0.202485,
