0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.158192,-1.260384,-0.993789,0.453026,-1.637811,-0.370329
0.002000,0.000000,-0.000003,-0.000002,0.000001,-0.000003,-0.000001,0.000316,-0.002518,-0.001985,0.000905,-0.003272,-0.000741,0.157874,-1.257453,-0.991272,0.451905,-1.634341,-0.370267
0.004000,0.000001,-0.000010,-0.000008,0.000004,-0.000013,-0.000003,0.000631,-0.005030,-0.003965,0.001808,-0.006537,-0.001481,0.157557,-1.254521,-0.988754,0.450783,-1.630871,-0.370204
0.006000,0.000003,-0.000023,-0.000018,0.000008,-0.000029,-0.000007,0.000946,-0.007536,-0.005940,0.002708,-0.009796,-0.002221,0.157239,-1.251590,-0.986237,0.449662,-1.627402,-0.370142
0.008000,0.000005,-0.000040,-0.000032,0.000014,-0.000052,-0.000012,0.001260,-0.010036,-0.007910,0.003606,-0.013047,-0.002962,0.156922,-1.248658,-0.983720,0.448541,-1.623932,-0.370080
0.010000,0.000008,-0.000063,-0.000049,0.000023,-0.000082,-0.000019,0.001574,-0.012531,-0.009875,0.004502,-0.016291,-0.003702,0.156604,-1.245726,-0.981203,0.447420,-1.620463,-0.370018
0.012000,0.000011,-0.000090,-0.000071,0.000032,-0.000117,-0.000027,0.001887,-0.015019,-0.011835,0.005396,-0.019529,-0.004442,0.156287,-1.242795,-0.978686,0.446298,-1.616993,-0.369955
0.014000,0.000015,-0.000123,-0.000097,0.000044,-0.000160,-0.000036,0.002199,-0.017502,-0.013790,0.006287,-0.022759,-0.005182,0.155969,-1.239863,-0.976168,0.445177,-1.613523,-0.369893
0.016000,0.000020,-0.000160,-0.000126,0.000058,-0.000208,-0.000047,0.002511,-0.019979,-0.015740,0.007177,-0.025983,-0.005921,0.155652,-1.236932,-0.973651,0.444056,-1.610054,-0.369831
0.018000,0.000025,-0.000203,-0.000160,0.000073,-0.000264,-0.000060,0.002822,-0.022449,-0.017684,0.008064,-0.029200,-0.006661,0.155334,-1.234000,-0.971134,0.442935,-1.606584,-0.369769
0.020000,0.000031,-0.000250,-0.000197,0.000090,-0.000325,-0.000074,0.003132,-0.024915,-0.019624,0.008948,-0.032409,-0.007400,0.155017,-1.231068,-0.968617,0.441813,-1.603114,-0.369707
0.022000,0.000038,-0.000302,-0.000238,0.000109,-0.000393,-0.000090,0.003442,-0.027374,-0.021559,0.009831,-0.035612,-0.008140,0.154699,-1.228137,-0.966099,0.440692,-1.599645,-0.369644
0.024000,0.000045,-0.000360,-0.000283,0.000129,-0.000468,-0.000107,0.003751,-0.029827,-0.023488,0.010711,-0.038808,-0.008879,0.154382,-1.225205,-0.963582,0.439571,-1.596175,-0.369582
0.026000,0.000053,-0.000422,-0.000332,0.000151,-0.000548,-0.000125,0.004059,-0.032275,-0.025413,0.011589,-0.041997,-0.009618,0.154064,-1.222274,-0.961065,0.438450,-1.592706,-0.369520
0.028000,0.000061,-0.000489,-0.000385,0.000176,-0.000636,-0.000145,0.004367,-0.034716,-0.027333,0.012465,-0.045179,-0.010357,0.153747,-1.219342,-0.958548,0.437328,-1.589236,-0.369458
0.030000,0.000070,-0.000561,-0.000442,0.000201,-0.000729,-0.000167,0.004674,-0.037152,-0.029247,0.013338,-0.048354,-0.011096,0.153429,-1.216410,-0.956030,0.436207,-1.585766,-0.369395
0.032000,0.000080,-0.000637,-0.000502,0.000229,-0.000829,-0.000189,0.004981,-0.039582,-0.031157,0.014210,-0.051522,-0.011835,0.153112,-1.213479,-0.953513,0.435086,-1.582297,-0.369333
0.034000,0.000090,-0.000719,-0.000566,0.000258,-0.000935,-0.000214,0.005287,-0.042006,-0.033061,0.015079,-0.054683,-0.012573,0.152794,-1.210547,-0.950996,0.433964,-1.578827,-0.369271
0.036000,0.000101,-0.000805,-0.000634,0.000289,-0.001048,-0.000240,0.005592,-0.044424,-0.034961,0.015946,-0.057837,-0.013312,0.152477,-1.207616,-0.948479,0.432843,-1.575357,-0.369209
0.038000,0.000113,-0.000897,-0.000706,0.000322,-0.001167,-0.000267,0.005897,-0.046836,-0.036855,0.016810,-0.060984,-0.014050,0.152159,-1.204684,-0.945962,0.431722,-1.571888,-0.369147
0.040000,0.000125,-0.000993,-0.000782,0.000356,-0.001292,-0.000296,0.006201,-0.049243,-0.038745,0.017673,-0.064125,-0.014788,0.151842,-1.201752,-0.943444,0.430601,-1.568418,-0.369084
0.042000,0.000138,-0.001094,-0.000861,0.000393,-0.001423,-0.000326,0.006504,-0.051643,-0.040629,0.018533,-0.067258,-0.015526,0.151524,-1.198821,-0.940927,0.429479,-1.564949,-0.369022
0.044000,0.000151,-0.001199,-0.000944,0.000431,-0.001561,-0.000358,0.006807,-0.054038,-0.042508,0.019390,-0.070384,-0.016264,0.151207,-1.195889,-0.938410,0.428358,-1.561479,-0.368960
0.046000,0.000165,-0.001310,-0.001031,0.000470,-0.001705,-0.000391,0.007109,-0.056427,-0.044383,0.020246,-0.073504,-0.017002,0.150889,-1.192957,-0.935893,0.427237,-1.558009,-0.368898
0.048000,0.000179,-0.001425,-0.001122,0.000512,-0.001855,-0.000426,0.007410,-0.058810,-0.046252,0.021099,-0.076616,-0.017740,0.150572,-1.190026,-0.933375,0.426116,-1.554540,-0.368836
0.050000,0.000194,-0.001545,-0.001216,0.000555,-0.002011,-0.000462,0.007711,-0.061187,-0.048116,0.021951,-0.079722,-0.018478,0.150254,-1.187094,-0.930858,0.424994,-1.551070,-0.368773
